product_name,product_url,image_url,price,category,is_in_stock,measurements
German Kenya Sausages Cheese Barbeque Sausages,https://greenspoon.co.ke/product/german-kenya-sausages-cheese-barbeque-sausages-pack-of-5-pieces/,https://greenspoon.co.ke/wp-content/uploads/2022/07/Greenspoon-german-kenya-cheese-sausage--720x480.jpg,KShs 798,Meat,true,
Highland Castle Farms Pork Traditional Recipe Sausages – 500g (Frozen),https://greenspoon.co.ke/product/highland-castle-farms-pork-sausage-bangers-500g/,https://greenspoon.co.ke/wp-content/uploads/2021/10/Greenspoon-Kenya-HCF-Traditional-Bangers-720x480.jpg,KShs 679,Meat,true,500g (Frozen)
Farmer’s Choice Spicy Pork Sausages (Frozen),https://greenspoon.co.ke/product/farmers-choice-spicy-pork-sausages/,https://greenspoon.co.ke/wp-content/uploads/2023/03/Greenspoon-Kenya-Farmers-Choice-Spicy-Pork-Sausages-720x480.jpg,KShs 479,Meat,true,
Highland Castle Farms Pork Cubes – 500g (Frozen),https://greenspoon.co.ke/product/highland-pork-cubes500g/,https://greenspoon.co.ke/wp-content/uploads/2017/09/Highland-Castle-Farms-Pork-Cubes-500g-720x480.jpg,KShs 869,Meat,true,500g (Frozen)
Highland Castle Farm Pork Belly Ribs (Frozen),https://greenspoon.co.ke/product/highland-castle-farm-pork-belly-rib-cut/,https://greenspoon.co.ke/wp-content/uploads/2017/07/Greenspoon-Kenya-Pork-belly-ribs-HCF-720x480.jpg,KShs 729,Meat,true,
Highland Castle Farm Pork Strips – 500g (Frozen),https://greenspoon.co.ke/product/highland-castle-farm-pork-strips/,https://greenspoon.co.ke/wp-content/uploads/2017/07/Greenspoon-Kenya-HCF-pork-strips-1-720x480.jpg,KShs 869,Meat,true,500g (Frozen)
Highland Castle Farms French Bacon – 200g (Nitrite &amp; Nitrate Free) (Frozen),https://greenspoon.co.ke/product/highland-castle-farms-french-bacon-200g-nitrite-nitrate-free/,https://greenspoon.co.ke/wp-content/uploads/2018/04/Greenspoon-Kenya-Nitrate-free-bacon-HCF-720x480.jpg,KShs 498,Meat,true,200g (Nitrite &amp; Nitrate Free) (Frozen)
"Farmer’s Choice Green Gammon Ham, Bone In (Frozen)",https://greenspoon.co.ke/product/farmers-choice-green-gammon-ham-bone-in/,https://greenspoon.co.ke/wp-content/uploads/2018/11/Greenspoon-Green-Gammon-Ham-720x480.jpg,"KShs 5,085",Easter,true,
Farmer’s Choice Pork Mince – 1 kg,https://greenspoon.co.ke/product/farmers-choice-pork-mince-500g/,https://greenspoon.co.ke/wp-content/uploads/2024/10/Greenspoon-4-720x480.jpg,"KShs 1,819",Meat,true,1 kg
Farmer’s Choice Frozen Pork Fillet – 1kg,https://greenspoon.co.ke/product/farmers-choice-frozen-pork-fillet-1kg/,https://greenspoon.co.ke/wp-content/uploads/2024/10/Greenspoon-3-720x480.jpg,"KShs 1,619",Meat,true,1kg
South Africa Pink Lady® Red Apple – Piece,https://greenspoon.co.ke/product/south-africa-apple-pink-lady-1kg/,https://greenspoon.co.ke/wp-content/uploads/2022/02/Greenspoon-34-720x480.jpg,KShs 49,Fruit &amp; Veg,true,Piece
Ripe And Ready Hass Avocadoes – Twin Pack (Limited Availability),https://greenspoon.co.ke/product/hass-avocados-ripe-and-ready-twin-pack/,https://greenspoon.co.ke/wp-content/uploads/2022/02/GREENSPOON-farm-fresh-ripe-and-ready-hass-avocado-1-of-1-1-720x480.jpg,KShs 179,Fruit &amp; Veg,true,Twin Pack (Limited Availability)
Kagira Ridge Farm Organic Carrots – 500g,https://greenspoon.co.ke/product/kagira-ridge-farm-carrots-with-tops-500g/,https://greenspoon.co.ke/wp-content/uploads/2022/10/Greenspoon-Carrots-Kagira-Ridge-Farm-720x480.jpg,KShs 129,Fruit &amp; Veg,true,500g
Organic Tomatoes – 500g,https://greenspoon.co.ke/product/organic-tomatoes-500g/,https://greenspoon.co.ke/wp-content/uploads/2023/07/Greenspoon-Kenya-organic-tomatoes-720x480.jpg,KShs 119,Fruit &amp; Veg,true,500g
Fresh Blueberries – 125g (Limited Supply),https://greenspoon.co.ke/product/fresh-blueberries-125g/,https://greenspoon.co.ke/wp-content/uploads/2022/02/Greenspoon-37-720x480.jpg,KShs 429,Fruit &amp; Veg,true,125g (Limited Supply)
Organic Red Onions – 500g,https://greenspoon.co.ke/product/organic-red-onions-500g/,https://greenspoon.co.ke/wp-content/uploads/2023/10/3J2A5726-2-720x480.jpg,KShs 129,Fruit &amp; Veg,true,500g
Afrilift Organic Cherry Tomatoes – 250g Punnet,https://greenspoon.co.ke/product/afrilift-organic-cherry-tomatoes-300g-punnet/,https://greenspoon.co.ke/wp-content/uploads/2022/05/GREENSPOON-afrilift-cherry-tomatoes-1-of-1-720x480.jpg,KShs 298,Fruit &amp; Veg,true,250g Punnet
Organic Courgette (Zucchini) – Approx. 500g,https://greenspoon.co.ke/product/organic-courgette-500g/,https://greenspoon.co.ke/wp-content/uploads/2022/05/Greenspoon-Kenya-Loose-Mother-Courgettes-AAA-720x480.jpg,KShs 119,Fruit &amp; Veg,true,Approx. 500g
Imported Seedless Red Grapes – 500g,https://greenspoon.co.ke/product/imported-red-grapes-500g/,https://greenspoon.co.ke/wp-content/uploads/2021/11/GREENSPOON-south-african-red-grapes-1-of-1-720x480.jpg,KShs 498,Fruit &amp; Veg,true,500g
South Africa Yellow Lemons – 500g / Approx. 3 Pieces,https://greenspoon.co.ke/product/yellow-lemons-per-kg/,https://greenspoon.co.ke/wp-content/uploads/2021/11/3J2A4507-2-720x480.jpg,KShs 259,Fruit &amp; Veg,true,500g / Approx. 3 Pieces
Organic English Cucumber – Per Piece,https://greenspoon.co.ke/product/sylvia-basket-organic-cucumber-per-pc/,https://greenspoon.co.ke/wp-content/uploads/2023/06/greenspoon-english-cucumber-2-720x480.jpg,KShs 179,Fruit &amp; Veg,true,Per Piece
Imported Garlic – 125g,https://greenspoon.co.ke/product/imported-garlic-125g/,https://greenspoon.co.ke/wp-content/uploads/2022/03/GREENSPOON-imported-garlic-1-of-1-720x480.jpg,KShs 89,Fruit &amp; Veg,true,125g
Sunripe Certified Organic Tenderstem Broccoli Tips – 200g,https://greenspoon.co.ke/product/tenderstem-broccoli/,https://greenspoon.co.ke/wp-content/uploads/2022/03/Greenspoon-Kenya-Sunripe-Certified-Organic-Broccoli-Tips-200g-720x480.jpg,KShs 59,Fruit &amp; Veg,true,200g
Makueni Organic Pixies – 1Kg,https://greenspoon.co.ke/product/makueni-organic-pixies-1kg/,https://greenspoon.co.ke/wp-content/uploads/2023/12/3J2A8864-2-720x480.jpg,KShs 329,Fruit &amp; Veg,true,1Kg
Kilimohai Green Basket Organic Blueberries – 125g,https://greenspoon.co.ke/product/organic-blueberries-125g/,https://greenspoon.co.ke/wp-content/uploads/2024/06/Greenspoon-blueberries-1-of-1-720x480.jpg,KShs 498,Fruit &amp; Veg,true,125g
Kajiado English Cucumber – Per Piece (Approx. 250g),https://greenspoon.co.ke/product/english-cucumber-per-piece/,https://greenspoon.co.ke/wp-content/uploads/2022/02/Greenspoon-1244-720x480.jpg,KShs 119,Fruit &amp; Veg,true,Per Piece (Approx. 250g)
Sunripe Organic Baby Spinach – 165g,https://greenspoon.co.ke/product/baby-spinach-160g/,https://greenspoon.co.ke/wp-content/uploads/2023/06/Greenspoon-Kenya-Farasi-Lane-Farm-Baby-Spinach-200g-3-720x480.jpg,KShs 119,Fruit &amp; Veg,true,165g
Molly Farm Markies (Chips) White Potatoes – 1Kg,https://greenspoon.co.ke/product/molly-farm-markies-chips-white-potatoes-1kg/,https://greenspoon.co.ke/wp-content/uploads/2022/05/Greenspoon-0163-720x480.jpg,KShs 198,Fruit &amp; Veg,true,1Kg
Organic Ginger – 125g,https://greenspoon.co.ke/product/sylvia-basket-organic-ginger-125g/,https://greenspoon.co.ke/wp-content/uploads/2023/03/GREENSPOON-sylvia-basket-oranic-ginger-1-of-1-720x480.jpg,KShs 59,Fruit &amp; Veg,true,125g
Nyandarua Carrots – 500g,https://greenspoon.co.ke/product/carrots-500g/,https://greenspoon.co.ke/wp-content/uploads/2021/11/Greenspoon-Carrots-Kwik-Basket-720x480.jpg,KShs 69,Fruit &amp; Veg,true,500g
Organic White Onions – 500g,https://greenspoon.co.ke/product/organics-white-onions-500g/,https://greenspoon.co.ke/wp-content/uploads/2023/11/GREENSPOON-kamami-white-onions-1-of-1-720x480.jpg,KShs 119,Fruit &amp; Veg,true,500g
Naivasha Red Capsicum – 1 Piece (Approx. 180g – 220g) (Limited Availability),https://greenspoon.co.ke/product/red-capsicum-approx-180g-220g/,https://greenspoon.co.ke/wp-content/uploads/2021/11/3J2A8934-2-720x480.jpg,KShs 159,Fruit &amp; Veg,true,1 Piece (Approx. 180g – 220g) (Limited Availability)
Fresh Tomatoes – 500g / Approx. 4 Pieces,https://greenspoon.co.ke/product/fresh-tomatoes-500g-approx-4-pieces/,https://greenspoon.co.ke/wp-content/uploads/2021/11/Greenspoon-Kenya-Fresh-Tomatoes-720x480.jpg,KShs 49,Fruit &amp; Veg,true,500g / Approx. 4 Pieces
Karing’a Farm Strawberries – 250g,https://greenspoon.co.ke/product/karinga-farm-strawberries-250g/,https://greenspoon.co.ke/wp-content/uploads/2024/04/Greenspoon-Strawberry-1-of-1-720x480.jpg,KShs 298,Fruit &amp; Veg,true,250g
Kilimohai Organic Raspberries – 125g,https://greenspoon.co.ke/product/kilimohai-organic-raspberries-125g/,https://greenspoon.co.ke/wp-content/uploads/2024/04/GREENSPOON-kilimohai-orgarnic-raspberry-1-of-1.jpg,KShs 449,Fruit &amp; Veg,true,125g
Organic Red Capsicum – Approx. (180g – 220g) (Limited Availability),https://greenspoon.co.ke/product/kilimohai-organic-red-capsicum-180g-220g/,https://greenspoon.co.ke/wp-content/uploads/2023/10/3J2A8929-720x480.jpg,KShs 169,Fruit &amp; Veg,true,Approx. (180g – 220g) (Limited Availability)
Nyika Sunrise Organic Mangoes Pack – 1Kg,https://greenspoon.co.ke/product/nyika-sunrise-organic-mangoes-pack-1kg/,https://greenspoon.co.ke/wp-content/uploads/2025/11/3J2A1214-2-720x480.jpg,KShs 319,Fruit &amp; Veg,true,1Kg
Organic Coriander – Bunch,https://greenspoon.co.ke/product/farasi-lane-organic-corriander-100g-bunch/,https://greenspoon.co.ke/wp-content/uploads/2023/04/Greenspoon-Kenya-Ecoscapes-Certified-Organic-Coriander-Bunch-720x480.jpg,KShs 39,Fruit &amp; Veg,true,Bunch
Nyahururu Black Passionfruit – 500g / Approx.8 Pieces,https://greenspoon.co.ke/product/black-passionfruit-500g-approx-8pcs/,https://greenspoon.co.ke/wp-content/uploads/2021/11/Greenspoon-Black-Passion-Kwik-basket-720x480.jpg,KShs 189,Fruit &amp; Veg,true,500g / Approx.8 Pieces
Kajiado Red Onions – 500g / Approx. 5 Pieces,https://greenspoon.co.ke/product/red-onions-500g-approx-5-pieces/,https://greenspoon.co.ke/wp-content/uploads/2021/11/Greenspoon-Red-Onions-Kwik-Basket-720x480.jpg,KShs 119,Fruit &amp; Veg,true,500g / Approx. 5 Pieces
Farmer Teresia’s Organic Pineapple – Approx. 1Kg – 1.2Kg,https://greenspoon.co.ke/product/teresia-pineapple/,https://greenspoon.co.ke/wp-content/uploads/2021/11/Greenspoon-1266-720x480.jpg,KShs 239,Fruit &amp; Veg,true,Approx. 1Kg – 1.2Kg
Organic Cherry Tomatoes – 250g,https://greenspoon.co.ke/product/organic-cherry-tomatoes-250g/,https://greenspoon.co.ke/wp-content/uploads/2024/04/GREENSPOON-follow-the-sun-tomatoes-1-of-1.jpg,KShs 298,Fruit &amp; Veg,true,250g
Mlango Farm Organic Spinach – Bunch / 250g,https://greenspoon.co.ke/product/mlango-farm-organic-spinach-bunch/,https://greenspoon.co.ke/wp-content/uploads/2022/02/Greenspoon-Spinach-Mlango-Farm-1-720x480.jpg,KShs 49,Fruit &amp; Veg,true,Bunch / 250g
Kajiado White Onions – 500g,https://greenspoon.co.ke/product/white-onions-500g/,https://greenspoon.co.ke/wp-content/uploads/2021/11/Greenspoon-White-Onions-Kwik-Basket-720x480.jpg,KShs 129,Fruit &amp; Veg,true,500g
Sunripe Organic Fine Beans – 200g,https://greenspoon.co.ke/product/green-bean-200g/,https://greenspoon.co.ke/wp-content/uploads/2022/03/Greenspoon-Kenya-Sunripe-Organic-Whole-Fine-Beans-150g-720x480.jpg,KShs 49,Fruit &amp; Veg,true,200g
Molly Farm Manitou Red Potatoes – 1Kg,https://greenspoon.co.ke/product/molly-farm-manitou-red-potatoes-1kg/,https://greenspoon.co.ke/wp-content/uploads/2022/05/GREENSPOON-Molly-farm-manitou-red-potatoes-1-of-1-720x480.jpg,KShs 198,Fruit &amp; Veg,true,1Kg
Butternut – 1 Piece (Approx. 0.8Kg-1.2Kg),https://greenspoon.co.ke/product/butternut-1kg/,https://greenspoon.co.ke/wp-content/uploads/2021/11/Greenspoon-227-720x480.jpg,KShs 219,Fruit &amp; Veg,true,1 Piece (Approx. 0.8Kg-1.2Kg)
Molly Farm American Sweet Potatoes – 1Kg,https://greenspoon.co.ke/product/molly-farm-american-sweet-potatoes-1kg/,https://greenspoon.co.ke/wp-content/uploads/2022/03/GREENSPOON-molly-farm-organic-american-sweet-potatoes-1-of-1-720x480.jpg,KShs 189,Fruit &amp; Veg,true,1Kg
South Africa Green Apples (Granny Smith) – Piece,https://greenspoon.co.ke/product/green-apples-granny-smith-1kg/,https://greenspoon.co.ke/wp-content/uploads/2021/11/Greenspoon-Green-Apples-Kwik-Basket-720x480.jpg,KShs 49,Fruit &amp; Veg,true,Piece
Sylvia Basket Organic Green Lime – 250g,https://greenspoon.co.ke/product/sylvia-basket-organic-green-lime-250g/,https://greenspoon.co.ke/wp-content/uploads/2023/10/GREENSPOON-sylvias-basket-organic-green-lime-1-of-1-720x480.jpg,KShs 79,Fruit &amp; Veg,true,250g
Organic Local Cucumber – 500g,https://greenspoon.co.ke/product/organic-cucumber-500g/,https://greenspoon.co.ke/wp-content/uploads/2023/07/Greenspoon-Kenya-Zuriel-Fresh-Farm-Organic-Cucumber-1Kg-2-720x480.jpg,KShs 119,Fruit &amp; Veg,true,500g
Sweet Corn (2 Pieces),https://greenspoon.co.ke/product/sweet-corn/,https://greenspoon.co.ke/wp-content/uploads/2023/05/Greenspoon-Kenya-Farm-Fresh-AAA-Nipped-Sweet-Corn-500g-720x480.jpg,KShs 119,Fruit &amp; Veg,true,2 Pieces
Organic Eggplant – Approx. 500g,https://greenspoon.co.ke/product/farasi-lane-farm-organic-eggplant-approx-500g/,https://greenspoon.co.ke/wp-content/uploads/2023/04/GREENSPOON-farasi-lane-farm-eggplant-1-of-1-720x480.jpg,KShs 129,Fruit &amp; Veg,true,Approx. 500g
Sylvia Basket Organic Irish Potatoes – 1Kg,https://greenspoon.co.ke/product/sylvia-basket-organic-potatoes-1kg/,https://greenspoon.co.ke/wp-content/uploads/2022/04/Greenspoon-Kenya-Red-Potatoes-720x480.jpg,KShs 198,Fruit &amp; Veg,true,1Kg
Kinangop Irish Potatoes – 1Kg,https://greenspoon.co.ke/product/potatoes-500g/,https://greenspoon.co.ke/wp-content/uploads/2021/11/GREENSPOON-nyandarua-potatoes-1-of-1-720x480.jpg,KShs 129,Fruit &amp; Veg,true,1Kg
Bio Whole Milk – 2L,https://greenspoon.co.ke/product/2-litre-bio-whole-milk/,https://greenspoon.co.ke/wp-content/uploads/2024/08/Greenspoon-35-720x480.jpg,KShs 319,Dairy,true,2L
Laki Laki Natural Greek Yoghurt – 700ml (Returnable Jar),https://greenspoon.co.ke/product/laki-laki-natural-greek-style-yoghurt-700ml/,https://greenspoon.co.ke/wp-content/uploads/2020/05/Greenspoon-39-720x480.jpg,KShs 529,Dairy,true,700ml (Returnable Jar)
Bio Whole Milk – 1L,https://greenspoon.co.ke/product/bio-whole-milk/,https://greenspoon.co.ke/wp-content/uploads/2017/05/Greenspoon-286-720x480.jpg,KShs 169,Dairy,true,1L
Too Good Apple Cinnamon Yoghurt – 450g,https://greenspoon.co.ke/product/too-good-apple-cinnamon-yoghurt-450g/,https://greenspoon.co.ke/wp-content/uploads/2025/11/3J2A0521-720x480.jpg,KShs 398,Dairy,true,450g
Bio Natural Yoghurt – 1L,https://greenspoon.co.ke/product/bio-natural-yoghurt-1-litre/,https://greenspoon.co.ke/wp-content/uploads/2022/05/Greenspoon-Natural-Yoghurt-1-Litre-Bio-720x480.jpg,KShs 669,Dairy,true,1L
Oatly Barista Edition Milk – 1L,https://greenspoon.co.ke/product/oatly-barista-edition-milk-1-5l/,https://greenspoon.co.ke/wp-content/uploads/2024/11/3J2A3764-720x480.jpg,KShs 798,Dairy,true,1L
Bio Semi Skimmed Milk,https://greenspoon.co.ke/product/2-litre-bio-semi-skimmed-milk/,https://greenspoon.co.ke/wp-content/uploads/2022/02/Greenspoon-Semi-Skimmed-Fresh-Milk-Bio.jpg,KShs 159,Dairy,true,
Bio Longlife Whole Milk – 1L,https://greenspoon.co.ke/product/bio-whole-milk-tetra-pack-1l/,https://greenspoon.co.ke/wp-content/uploads/2025/08/3J2A5587-3-720x480.jpg,KShs 179,Dairy,true,1L
Molo Milk Full Cream UHT Milk – 500ml,https://greenspoon.co.ke/product/molo-milk-full-cream-uht-milk-500ml/,https://greenspoon.co.ke/wp-content/uploads/2025/05/3J2A8146-2-720x480.jpg,KShs 59,Dairy,true,500ml
Bio Greek Style Yoghurt Chia &amp; Cherry – 200ml,https://greenspoon.co.ke/product/bio-greek-style-yoghurt-chia-cherry-200ml/,https://greenspoon.co.ke/wp-content/uploads/2025/09/3J2A1829-720x480.jpg,KShs 179,Dairy,true,200ml
Bio Greek Style Yoghurt Plain – 200ml,https://greenspoon.co.ke/product/bio-greek-yoghurt-plain-200ml/,https://greenspoon.co.ke/wp-content/uploads/2022/02/Greenspoon-Greek-Style-Nature-Plain-Yoghurt-720x480.jpg,KShs 179,Dairy,true,200ml
Brookside Salted Butter,https://greenspoon.co.ke/product/brookside-salted-butter/,https://greenspoon.co.ke/wp-content/uploads/2024/07/greenspoon-brookside-farm-fresh-salted-butter-1-of-1-2-720x480.jpg,KShs 449,Dairy,true,
Laki Laki Vanilla Greek Yoghurt – 700ml (Returnable Jar),https://greenspoon.co.ke/product/laki-laki-vanilla-greek-style-yoghurt-700ml-returnable-jar/,https://greenspoon.co.ke/wp-content/uploads/2022/04/Greenspoon-Greek-Vanilla-Yogurt-Laki-Laki-720x480.jpg,KShs 598,Dairy,true,700ml (Returnable Jar)
Bio Barista Milk – 1L,https://greenspoon.co.ke/product/bio-barista-milk/,https://greenspoon.co.ke/wp-content/uploads/2022/02/Greenspoon-Barista-Milk-Bio-720x480.jpg,KShs 179,Dairy,true,1L
Brown’s Unsalted Butter – 500g,https://greenspoon.co.ke/product/browns-unsalted-butter-500g/,https://greenspoon.co.ke/wp-content/uploads/2022/02/Greenspoon-Unsalted-Handcrafted-Butter-Browns-.jpg,"KShs 1,059",Dairy,true,500g
Brookside Dairy Best Fino Long Life Milk – 500ml,https://greenspoon.co.ke/product/brookside-dairy-best-fino-long-life-milk-500ml/,https://greenspoon.co.ke/wp-content/uploads/2024/06/Greenspoon-Brookside-whole-milk-500ml-1-of-1-720x480.jpg,KShs 59,Dairy,true,500ml
Bio Greek Style Yoghurt – 1L,https://greenspoon.co.ke/product/bio-greek-yoghurt-1l/,https://greenspoon.co.ke/wp-content/uploads/2025/02/3J2A3269-720x480.jpg,KShs 779,Dairy,true,1L
Bio Longlife Cooking Cream (Non-Dairy) – 500ml,https://greenspoon.co.ke/product/bio-longlife-cooking-cream-500ml/,https://greenspoon.co.ke/wp-content/uploads/2022/02/Greenspoon-Non-Dairy-Long-Life-Cooking-Cream-Bio.jpg,KShs 319,Dairy,true,Dairy) – 500ml
Brookside Unsalted Butter,https://greenspoon.co.ke/product/brookside-unsalted-butter/,https://greenspoon.co.ke/wp-content/uploads/2024/07/Greenspoon-brookside-unsalted-2-of-1-720x480.jpg,KShs 449,Dairy,true,
Brown’s Sour Cream – 200g,https://greenspoon.co.ke/product/browns-sour-cream/,https://greenspoon.co.ke/wp-content/uploads/2022/02/Greenspoon-Sour-Cream-Browns-.jpg,KShs 779,Dairy,true,200g
Bio Fresh Skimmed Milk – 1L,https://greenspoon.co.ke/product/bio-fresh-skim-milk-1l/,https://greenspoon.co.ke/wp-content/uploads/2022/02/Greenspoon-Skimmed-Fresh-Milk-Bio.jpg,KShs 169,Dairy,true,1L
Brown’s Greek Yoghurt – 250ml,https://greenspoon.co.ke/product/browns-greek-yoghurt/,https://greenspoon.co.ke/wp-content/uploads/2022/02/Greenspoon-Natural-Greek-Yoghurt-Browns-.jpg,KShs 319,Dairy,true,250ml
Laki Laki Probiotic Strawberry Yoghurt – 5 x 120ml,https://greenspoon.co.ke/product/laki-laki-probiotic-strawberry-yoghurt-5-x-120ml/,https://greenspoon.co.ke/wp-content/uploads/2020/03/Greenspoon-217-720x480.jpg,KShs 479,Dairy,true,5 x 120ml
"Laki Laki 6 Pack Assorted Yoghurt – 6 x 100ml (Blueberry, Mango Passion, Raspberry)",https://greenspoon.co.ke/product/laki-laki-6-pack-assorted-yoghurt-6-x-100ml-blueberry-mango-passion-raspberry/,https://greenspoon.co.ke/wp-content/uploads/2022/02/Greenspoon-Assorted-Greek-Yoghurt-Laki-Laki-720x480.jpg,KShs 549,Dairy,true,"6 x 100ml (Blueberry, Mango Passion, Raspberry)"
Laki Laki Raspberry Greek Yoghurt – 700ml (Returnable Jar),https://greenspoon.co.ke/product/laki-laki-raspberry-greek-style-yoghurt-700ml-returnable-jar/,https://greenspoon.co.ke/wp-content/uploads/2022/02/Greenspoon-Raspberry-Greek-Yoghurt-Laki-Laki--720x480.jpg,KShs 619,Dairy,true,700ml (Returnable Jar)
Laki Laki Mango Passion Greek Yoghurt – 700ml (Returnable Jar),https://greenspoon.co.ke/product/laki-laki-mango-passion-greek-style-yoghurt-700ml-returnable-jar/,https://greenspoon.co.ke/wp-content/uploads/2021/09/Greenspoon-254-720x480.jpg,KShs 619,Dairy,true,700ml (Returnable Jar)
Bio Natural Yoghurt – 450ml,https://greenspoon.co.ke/product/bio-natural-yoghurt/,https://greenspoon.co.ke/wp-content/uploads/2022/02/Greenspoon-Nature-Plain-Natural-Yoghurt-Bio.jpg,KShs 349,Dairy,true,450ml
Miracle And Victory Centre School,https://greenspoon.co.ke/product/support-homeless-of-nairobi/,https://greenspoon.co.ke/wp-content/uploads/2023/11/Greenspoon-1-720x480.jpg,KShs 100,Gifts,true,
"Cote des Roses Rosé, 2021",https://greenspoon.co.ke/product/cote-des-roses-rose/,https://greenspoon.co.ke/wp-content/uploads/2021/08/Greenspoon-Kenya-Cote-des-Roses-2020-Grenache-Syrah-Cinsault-Gerard-Bertrand-720x480.jpg,"KShs 2,579",Drinks,true,
Cinnabar Green E-Cream – 50ml,https://greenspoon.co.ke/product/cinnabar-green-e-cream-50ml/,https://greenspoon.co.ke/wp-content/uploads/2022/01/Greenspoon-E-Cream-Essential-Face-Cream-Cinnabar-Green--720x480.jpg,"KShs 1,649",Gifts,true,Cream – 50ml
The Candle House Handmade Fragranced Pillar Candle – 6*2 Inches,https://greenspoon.co.ke/product/the-candle-house-handmade-fragranced-pillar-candle-62-inches/,https://greenspoon.co.ke/wp-content/uploads/2022/10/Greenspoon-6x2-Citronella-The-Candle-House-720x480.jpg,KShs 629,Gifts,true,6*2 Inches
Uncover Skincare I AM BRILLIANT Vitamin C Brightening Sheet Mask,https://greenspoon.co.ke/product/uncover-skincare-i-am-brilliant-vitamin-c-brightening-sheet-mask/,https://greenspoon.co.ke/wp-content/uploads/2022/07/greenspoon-uncover-brightening-sheet-mask-6172-720x480.jpg,KShs 379,Gifts,true,
The Candle House Handmade Fragranced Pillar Candle – 6*3 Inches,https://greenspoon.co.ke/product/the-candle-house-handmade-fragranced-pillar-candle-63-inches/,https://greenspoon.co.ke/wp-content/uploads/2022/10/Greenspoon-6x3-Moonflower-The-Candle-House-720x480.jpg,"KShs 1,398",Gifts,true,6*3 Inches
The Candle House Handmade Unscented Pillar Candle – 6*3 Inches,https://greenspoon.co.ke/product/the-candle-house-handmade-unscented-pillar-candle-63-inches/,https://greenspoon.co.ke/wp-content/uploads/2022/10/Greenspoon-6x3-Unscented-The-Candle-House-720x480.jpg,"KShs 1,129",Gifts,true,6*3 Inches
Uncover Skincare I AM BEAU-TEA-FUL Green Tea Detoxifying Sheet Mask,https://greenspoon.co.ke/product/uncover-skincare-i-am-beau-tea-ful-green-tea-detoxifying-sheet-mask/,https://greenspoon.co.ke/wp-content/uploads/2022/07/greenspoon-uncover-green-tea-detoxifying-sheet-mask-6175-720x480.jpg,KShs 379,Gifts,true,TEA-FUL Green Tea Detoxifying Sheet Mask
72 Stems Tambuzi Roses + 50 Stems Mixed Herbs (Order By Wednesday 10am For Friday Afternoon Delivery),https://greenspoon.co.ke/product/72-stems-tambuzi-garden-roses-60-stems-mixed-herbs/,https://greenspoon.co.ke/wp-content/uploads/2022/04/Greenspoon-Kenya-72-Stems-Tambuzi-Roses--720x480.jpg,"KShs 4,719",Gifts,true,
Msambweni Mini Kikapu Hamper,https://greenspoon.co.ke/product/mini-kikapu-hamper/,https://greenspoon.co.ke/wp-content/uploads/2019/10/Greenspoon-Kenya-Makueni-Kikapu-720x480.jpg,KShs 498,Gifts,true,
Christmas Multi-Colored Safari Crackers (Pack Of 6),https://greenspoon.co.ke/product/christmas-multi-colored-crackers-pack-of-6/,https://greenspoon.co.ke/wp-content/uploads/2023/12/Greenspoon-84-720x480.jpg,"KShs 4,698",Christmas,true,Colored Safari Crackers (Pack Of 6)
The Candle House Safari Flares – Piece,https://greenspoon.co.ke/product/the-candle-house-safari-flares/,https://greenspoon.co.ke/wp-content/uploads/2023/05/Greenspoon-Kenya-The-Candle-House-Safari-Flares-3-720x480.jpg,"KShs 2,098",Gifts,true,Piece
The Candle House Handmade Fragranced Pillar Candle – 3*2 Inches,https://greenspoon.co.ke/product/the-candle-house-handmade-fragranced-pillar-candle-32-inches/,https://greenspoon.co.ke/wp-content/uploads/2022/10/Greenspoon-3x2-Queen-of-the-Night-The-Candle-House-720x480.jpg,KShs 319,Gifts,true,3*2 Inches
Gift Voucher,https://greenspoon.co.ke/product/gift-voucher-2/,https://greenspoon.co.ke/wp-content/uploads/2022/10/Gs_Breakfast_blog_banner-720x480.jpg,"KShs 2,500",Gifts,false,
Vermont Flowers’ Preserved Bouquets: Ocean Bouquet (Burgundy),https://greenspoon.co.ke/product/vermont-flowers-preserved-bouquets-ocean-bouquet-blue/,https://greenspoon.co.ke/wp-content/uploads/2025/02/Oceane-Burgundy-white-background-720x480.jpg,"KShs 3,198",Gifts,true,
Wacha Story Cork Coasters – 6 Pieces,https://greenspoon.co.ke/product/wacha-story-cork-coasters-6-pcs/,https://greenspoon.co.ke/wp-content/uploads/2024/12/greenspoon-Wacha-Story-Cork-Coasters-%E2%80%93-6-pc-2-of-1-2-720x480.jpg,"KShs 3,319",Gifts,true,6 Pieces
Velvex Premium Toilet Roll – 10 Pack,https://greenspoon.co.ke/product/velvex-premium-toilet-roll-10-pack/,https://greenspoon.co.ke/wp-content/uploads/2022/03/3J2A6285-720x480.jpg,KShs 598,Home &amp; Beauty,true,10 Pack
Velvex Kitchen Towels Twin Pack,https://greenspoon.co.ke/product/velvex-premium-printed-kitchen-towels/,https://greenspoon.co.ke/wp-content/uploads/1970/01/Greenspoon-9891-720x480.jpg,KShs 389,Home &amp; Beauty,true,
"Farmer Max Dog Food – 1Kg (Raw, Frozen)",https://greenspoon.co.ke/product/farmer-max-dog-food-1kg/,https://greenspoon.co.ke/wp-content/uploads/2021/09/Greenspoon-242-720x480.jpg,KShs 419,Meat,true,"1Kg (Raw, Frozen)"
